Reduction:,7.11326,1000,SIMD,0.29643,1000,,,,,,,,,,
Reduction:,9.11448,10000,SIMD,0.71184,10000,,,1000,10000,100000,500000,1000000,2000000,4000000,8000000
Reduction:,8.69251,100000,SIMD,0.77154,100000,,Reduction:,7.11326,9.11448,8.69251,8.85869,8.76899,8.61364,7.65526,7.59855
Reduction:,8.85869,500000,SIMD,0.97315,500000,,SIMD,0.29643,0.71184,0.77154,0.97315,1.42988,1.85435,2.00207,2.05486
Reduction:,8.76899,1000000,SIMD,1.42988,1000000,,,,,,,,,,
Reduction:,8.61364,2000000,SIMD,1.85435,2000000,,,,,,,,,,
Reduction:,7.65526,4000000,SIMD,2.00207,4000000,,,,,,,,,,
Reduction:,7.59855,8000000,SIMD,2.05486,8000000,,,,,,,,,,
